activity_id,activity_date,advisor_id,rm_id,activity_type,product_discussed,asset_class_discussed,engagement_score,next_step_required,completed_followup,days_to_followup,meeting_duration_minutes
AC002107,2026-01-04,A0017,RM002,Product Education,Opportunistic Credit Fund II,Private Credit,39,Yes,Yes,21.0,43
AC002108,2025-11-21,A0225,RM016,In-person Meeting,Direct Lending Income Fund V,Private Credit,50,Yes,No,25.0,70
AC002109,2025-06-24,A0294,RM012,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,70,No,No,,59
AC002110,2026-03-20,A0106,RM001,Product Education,Core Infrastructure Income Fund III,Infrastructure,70,Yes,No,7.0,33
AC002111,2025-06-29,A0343,RM004,Due Diligence Meeting,Global Infrastructure Partners IV,Infrastructure,94,No,No,,80
AC002112,2025-11-28,A0092,RM009,Product Education,Growth Equity Partners III,Private Equity,64,Yes,Yes,15.0,36
AC002113,2025-11-24,A0340,RM016,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,37,No,No,,24
AC002114,2025-07-23,A0031,RM010,In-person Meeting,Real Estate Income Fund II,Real Estate,79,Yes,Yes,25.0,48
AC002115,2025-11-15,A0058,RM007,In-person Meeting,Direct Lending Income Fund V,Private Credit,92,Yes,Yes,15.0,81
AC002116,2026-02-07,A0149,RM014,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,91,Yes,No,29.0,27
AC002117,2025-05-28,A0342,RM003,Due Diligence Meeting,Growth Equity Partners III,Private Equity,64,No,No,,74
AC002118,2025-08-04,A0052,RM006,In-person Meeting,Growth Equity Partners III,Private Equity,62,No,No,,88
AC002119,2026-03-01,A0347,RM003,Intro Call,Direct Lending Income Fund V,Private Credit,38,Yes,No,18.0,35
AC002120,2025-05-04,A0087,RM013,Portfolio Review,Growth Equity Partners III,Private Equity,69,Yes,Yes,9.0,65
AC002121,2025-06-21,A0183,RM014,Follow-up Call,Opportunistic Credit Fund II,Private Credit,52,Yes,No,24.0,20
AC002122,2025-11-04,A0137,RM008,Portfolio Review,Opportunistic Credit Fund II,Private Credit,51,Yes,Yes,16.0,89
AC002123,2025-11-11,A0042,RM009,Intro Call,Opportunistic Credit Fund II,Private Credit,46,No,No,,26
AC002124,2025-10-31,A0379,RM010,Webinar,Core Infrastructure Income Fund III,Infrastructure,61,Yes,Yes,22.0,32
AC002125,2025-11-22,A0174,RM016,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,77,Yes,No,27.0,83
AC002126,2026-03-09,A0279,RM008,Intro Call,Direct Lending Income Fund V,Private Credit,32,Yes,Yes,6.0,63
AC002127,2025-10-21,A0231,RM003,Webinar,Core Infrastructure Income Fund III,Infrastructure,48,Yes,Yes,15.0,54
AC002128,2025-12-30,A0200,RM007,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,87,Yes,Yes,19.0,37
AC002129,2025-12-10,A0249,RM001,Intro Call,Private Equity Buyout Fund VII,Private Equity,52,No,No,,30
AC002130,2026-03-03,A0359,RM013,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,46,Yes,Yes,18.0,27
AC002131,2025-09-19,A0283,RM010,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,67,No,No,,47
AC002132,2025-06-29,A0211,RM006,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,73,Yes,No,7.0,89
AC002133,2026-02-14,A0260,RM001,Intro Call,Direct Lending Income Fund V,Private Credit,56,No,No,,36
AC002134,2026-03-17,A0244,RM007,Product Education,Growth Equity Partners III,Private Equity,49,Yes,Yes,12.0,44
AC002135,2025-07-25,A0173,RM016,Intro Call,Global Infrastructure Partners IV,Infrastructure,48,Yes,Yes,22.0,34
AC002136,2025-06-20,A0251,RM007,Product Education,Growth Equity Partners III,Private Equity,40,No,No,,28
AC002137,2025-08-02,A0178,RM004,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,68,No,No,,31
AC002138,2026-04-08,A0307,RM014,Webinar,Real Estate Income Fund II,Real Estate,41,Yes,No,6.0,48
AC002139,2025-10-23,A0389,RM004,Product Education,Senior Direct Lending Fund VI,Private Credit,60,No,No,,16
AC002140,2026-04-10,A0386,RM003,Follow-up Call,Direct Lending Income Fund V,Private Credit,81,Yes,Yes,4.0,23
AC002141,2026-04-16,A0333,RM006,Intro Call,Private Equity Buyout Fund VII,Private Equity,55,Yes,Yes,29.0,45
AC002142,2026-04-20,A0240,RM005,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,84,Yes,Yes,3.0,60
AC002143,2026-02-27,A0305,RM007,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,71,No,No,,84
AC002144,2025-12-02,A0064,RM011,Product Education,Direct Lending Income Fund V,Private Credit,58,Yes,Yes,21.0,39
AC002145,2025-05-05,A0192,RM004,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,83,Yes,Yes,15.0,47
AC002146,2025-12-02,A0097,RM009,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,59,No,No,,22
AC002147,2025-11-24,A0003,RM001,Follow-up Call,Real Estate Income Fund II,Real Estate,43,No,No,,34
AC002148,2025-11-04,A0388,RM012,Follow-up Call,Direct Lending Income Fund V,Private Credit,59,Yes,No,7.0,44
AC002149,2026-04-29,A0343,RM004,Product Education,Core Infrastructure Income Fund III,Infrastructure,63,Yes,Yes,3.0,15
AC002150,2026-01-23,A0203,RM006,Webinar,Growth Equity Partners III,Private Equity,65,Yes,No,7.0,51
AC002151,2025-06-16,A0096,RM010,Webinar,Direct Lending Income Fund V,Private Credit,83,Yes,No,3.0,61
AC002152,2025-06-24,A0280,RM004,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,64,Yes,Yes,14.0,33
AC002153,2026-03-20,A0174,RM016,Intro Call,Real Estate Income Fund II,Real Estate,54,Yes,Yes,3.0,28
AC002154,2025-12-10,A0326,RM014,Follow-up Call,Opportunistic Credit Fund II,Private Credit,50,Yes,Yes,24.0,10
AC002155,2025-05-06,A0400,RM006,Product Education,Opportunistic Credit Fund II,Private Credit,91,Yes,Yes,11.0,36
AC002156,2026-02-11,A0136,RM010,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,57,No,No,,75
AC002157,2025-07-23,A0094,RM005,Webinar,Opportunistic Credit Fund II,Private Credit,41,Yes,Yes,10.0,62
AC002158,2025-07-02,A0101,RM005,Follow-up Call,Opportunistic Credit Fund II,Private Credit,49,No,No,,10
AC002159,2025-08-19,A0034,RM014,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,62,Yes,No,5.0,37
AC002160,2026-02-16,A0154,RM002,Intro Call,Private Equity Buyout Fund VII,Private Equity,66,Yes,Yes,27.0,52
AC002161,2025-07-07,A0009,RM010,Follow-up Call,Real Estate Income Fund II,Real Estate,67,No,No,,29
AC002162,2025-06-08,A0041,RM008,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,63,No,No,,27
AC002163,2026-04-04,A0102,RM002,Intro Call,Direct Lending Income Fund V,Private Credit,42,Yes,No,24.0,36
AC002164,2026-02-28,A0058,RM007,In-person Meeting,Opportunistic Credit Fund II,Private Credit,72,Yes,Yes,6.0,99
AC002165,2025-08-19,A0297,RM006,Product Education,Core Infrastructure Income Fund III,Infrastructure,70,Yes,No,15.0,26
AC002166,2026-03-02,A0036,RM008,In-person Meeting,Growth Equity Partners III,Private Equity,67,Yes,No,28.0,114
AC002167,2025-07-10,A0343,RM004,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,90,Yes,Yes,18.0,44
AC002168,2026-01-13,A0082,RM003,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,51,Yes,Yes,18.0,37
AC002169,2025-10-13,A0037,RM013,Follow-up Call,Direct Lending Income Fund V,Private Credit,57,Yes,No,20.0,36
AC002170,2025-06-01,A0006,RM012,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,95,Yes,Yes,5.0,70
AC002171,2025-08-14,A0290,RM015,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,69,No,No,,83
AC002172,2026-02-08,A0097,RM009,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,65,No,No,,29
AC002173,2026-04-22,A0202,RM002,Due Diligence Meeting,Private Equity Buyout Fund VII,Private Equity,78,Yes,No,10.0,83
AC002174,2026-01-29,A0040,RM001,Follow-up Call,Growth Equity Partners III,Private Equity,63,Yes,No,3.0,46
AC002175,2025-12-08,A0398,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,78,Yes,Yes,17.0,43
AC002176,2025-10-06,A0045,RM016,Webinar,Opportunistic Credit Fund II,Private Credit,51,No,No,,48
AC002177,2025-06-02,A0163,RM014,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,90,Yes,Yes,25.0,26
AC002178,2025-09-21,A0342,RM003,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,69,Yes,Yes,23.0,96
AC002179,2026-04-26,A0094,RM005,In-person Meeting,Real Estate Income Fund II,Real Estate,65,No,No,,88
AC002180,2025-11-17,A0101,RM005,Webinar,Global Infrastructure Partners IV,Infrastructure,44,No,No,,64
AC002181,2026-02-28,A0327,RM004,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,84,Yes,Yes,28.0,56
AC002182,2025-10-03,A0103,RM005,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,45,Yes,No,28.0,65
AC002183,2026-02-01,A0002,RM006,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,67,Yes,Yes,27.0,78
AC002184,2025-11-23,A0172,RM009,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,59,Yes,No,12.0,42
AC002185,2025-05-12,A0008,RM010,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,86,Yes,Yes,5.0,71
AC002186,2026-02-14,A0363,RM012,Follow-up Call,Opportunistic Credit Fund II,Private Credit,73,Yes,Yes,13.0,34
AC002187,2026-02-14,A0259,RM007,Follow-up Call,Growth Equity Partners III,Private Equity,65,No,No,,34
AC002188,2026-04-30,A0233,RM004,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,61,No,No,,71
AC002189,2025-05-17,A0073,RM002,Portfolio Review,Direct Lending Income Fund V,Private Credit,51,Yes,Yes,20.0,77
AC002190,2025-07-26,A0285,RM011,Follow-up Call,Growth Equity Partners III,Private Equity,59,No,No,,24
AC002191,2025-09-29,A0276,RM005,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,75,Yes,Yes,25.0,66
AC002192,2026-03-08,A0026,RM011,Webinar,Value-Add Real Estate Fund IV,Real Estate,43,Yes,Yes,13.0,57
AC002193,2025-05-22,A0349,RM014,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,67,Yes,Yes,19.0,38
AC002194,2026-04-05,A0233,RM004,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,64,Yes,Yes,26.0,127
AC002195,2026-03-21,A0323,RM016,Product Education,Core Infrastructure Income Fund III,Infrastructure,74,No,No,,40
AC002196,2025-08-07,A0099,RM001,Webinar,Direct Lending Income Fund V,Private Credit,77,No,No,,71
AC002197,2025-10-05,A0045,RM016,Due Diligence Meeting,Senior Direct Lending Fund VI,Private Credit,82,Yes,Yes,7.0,71
AC002198,2025-09-10,A0285,RM011,Intro Call,Direct Lending Income Fund V,Private Credit,65,Yes,Yes,6.0,33
AC002199,2025-09-05,A0323,RM016,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,67,Yes,Yes,29.0,21
AC002200,2025-08-11,A0150,RM006,Product Education,Growth Equity Partners III,Private Equity,79,Yes,No,3.0,42
AC002201,2026-03-19,A0013,RM011,Intro Call,Real Estate Income Fund II,Real Estate,45,Yes,Yes,22.0,24
AC002202,2025-07-02,A0333,RM006,Follow-up Call,Real Estate Income Fund II,Real Estate,48,Yes,Yes,17.0,15
AC002203,2025-12-28,A0075,RM001,Follow-up Call,Opportunistic Credit Fund II,Private Credit,76,Yes,Yes,5.0,33
AC002204,2025-12-05,A0129,RM011,Product Education,Senior Direct Lending Fund VI,Private Credit,76,No,No,,38
AC002205,2026-04-20,A0254,RM002,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,49,Yes,Yes,19.0,29
AC002206,2025-10-28,A0035,RM002,Product Education,Senior Direct Lending Fund VI,Private Credit,81,Yes,Yes,23.0,40
AC002207,2025-11-02,A0029,RM002,In-person Meeting,Core Infrastructure Income Fund III,Infrastructure,69,Yes,Yes,15.0,80
AC002208,2026-04-30,A0014,RM013,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,51,No,No,,98
AC002209,2026-01-09,A0367,RM002,In-person Meeting,Senior Direct Lending Fund VI,Private Credit,77,Yes,Yes,20.0,39
AC002210,2025-08-07,A0118,RM013,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,54,No,No,,32
AC002211,2026-03-27,A0268,RM007,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,62,Yes,Yes,19.0,100
AC002212,2025-08-04,A0398,RM007,Follow-up Call,Core Infrastructure Income Fund III,Infrastructure,74,Yes,No,28.0,33
AC002213,2026-01-31,A0273,RM012,Product Education,Direct Lending Income Fund V,Private Credit,67,No,No,,36
AC002214,2025-09-10,A0208,RM014,Product Education,Opportunistic Credit Fund II,Private Credit,75,Yes,Yes,13.0,36
AC002215,2026-03-10,A0205,RM014,Portfolio Review,Direct Lending Income Fund V,Private Credit,59,Yes,Yes,10.0,86
AC002216,2026-01-06,A0146,RM016,Intro Call,Real Estate Income Fund II,Real Estate,48,Yes,Yes,20.0,40
AC002217,2025-08-23,A0239,RM003,Product Education,Opportunistic Real Estate Fund VI,Real Estate,53,No,No,,42
AC002218,2025-05-10,A0385,RM001,Product Education,Opportunistic Real Estate Fund VI,Real Estate,59,Yes,Yes,19.0,37
AC002219,2025-10-28,A0323,RM016,Portfolio Review,Global Infrastructure Partners IV,Infrastructure,82,Yes,Yes,18.0,103
AC002220,2025-05-27,A0171,RM016,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,57,Yes,Yes,15.0,51
AC002221,2026-02-19,A0127,RM014,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,69,No,No,,38
AC002222,2025-06-16,A0350,RM007,Intro Call,Real Estate Income Fund II,Real Estate,54,No,No,,40
AC002223,2025-11-14,A0048,RM007,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,76,Yes,Yes,15.0,16
AC002224,2025-11-27,A0342,RM003,Webinar,Private Equity Buyout Fund VII,Private Equity,57,Yes,Yes,19.0,44
AC002225,2026-03-31,A0096,RM010,In-person Meeting,Opportunistic Credit Fund II,Private Credit,100,No,No,,66
AC002226,2025-08-25,A0291,RM003,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,50,No,No,,14
AC002227,2025-07-25,A0326,RM014,Intro Call,Core Infrastructure Income Fund III,Infrastructure,42,Yes,Yes,4.0,61
AC002228,2025-12-20,A0190,RM009,Portfolio Review,Direct Lending Income Fund V,Private Credit,89,No,No,,69
AC002229,2025-07-15,A0071,RM003,Due Diligence Meeting,Opportunistic Credit Fund II,Private Credit,64,Yes,Yes,15.0,72
AC002230,2026-01-23,A0341,RM002,Intro Call,Global Infrastructure Partners IV,Infrastructure,54,No,No,,45
AC002231,2025-12-15,A0143,RM009,Follow-up Call,Opportunistic Credit Fund II,Private Credit,70,Yes,No,20.0,31
AC002232,2026-01-09,A0121,RM010,Intro Call,Value-Add Real Estate Fund IV,Real Estate,52,No,No,,35
AC002233,2025-07-29,A0202,RM002,In-person Meeting,Real Estate Income Fund II,Real Estate,85,Yes,Yes,10.0,63
AC002234,2025-08-31,A0174,RM016,Intro Call,Private Equity Buyout Fund VII,Private Equity,40,No,No,,44
AC002235,2025-09-26,A0276,RM005,Product Education,Senior Direct Lending Fund VI,Private Credit,61,No,No,,15
AC002236,2025-12-11,A0049,RM011,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,69,No,No,,81
AC002237,2025-06-26,A0174,RM016,Product Education,Real Estate Income Fund II,Real Estate,55,No,No,,31
AC002238,2026-01-27,A0355,RM010,In-person Meeting,Opportunistic Credit Fund II,Private Credit,61,Yes,Yes,5.0,100
AC002239,2025-05-22,A0017,RM002,Webinar,Senior Direct Lending Fund VI,Private Credit,46,No,No,,75
AC002240,2025-05-08,A0183,RM014,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,49,No,No,,69
AC002241,2025-07-03,A0268,RM007,Intro Call,Opportunistic Credit Fund II,Private Credit,49,Yes,Yes,3.0,25
AC002242,2026-01-16,A0352,RM002,Intro Call,Private Equity Buyout Fund VII,Private Equity,73,No,No,,29
AC002243,2026-01-12,A0238,RM015,Product Education,Core Infrastructure Income Fund III,Infrastructure,57,No,No,,32
AC002244,2025-08-25,A0334,RM007,Intro Call,Growth Equity Partners III,Private Equity,38,Yes,Yes,26.0,37
AC002245,2026-02-21,A0083,RM012,Intro Call,Direct Lending Income Fund V,Private Credit,40,No,No,,47
AC002246,2026-01-09,A0137,RM008,Due Diligence Meeting,Value-Add Real Estate Fund IV,Real Estate,60,No,No,,72
AC002247,2025-10-02,A0377,RM013,Webinar,Global Infrastructure Partners IV,Infrastructure,44,No,No,,60
AC002248,2026-02-15,A0351,RM007,Due Diligence Meeting,Real Estate Income Fund II,Real Estate,77,No,No,,68
AC002249,2025-07-02,A0225,RM016,Follow-up Call,Value-Add Real Estate Fund IV,Real Estate,38,Yes,Yes,24.0,26
AC002250,2025-05-22,A0190,RM009,Intro Call,Direct Lending Income Fund V,Private Credit,63,Yes,No,18.0,48
AC002251,2025-11-25,A0182,RM013,Product Education,Direct Lending Income Fund V,Private Credit,39,No,No,,25
AC002252,2026-03-10,A0026,RM011,In-person Meeting,Opportunistic Credit Fund II,Private Credit,71,No,No,,95
AC002253,2026-04-20,A0355,RM010,Intro Call,Global Infrastructure Partners IV,Infrastructure,44,No,No,,27
AC002254,2026-03-31,A0333,RM006,Product Education,Senior Direct Lending Fund VI,Private Credit,57,No,No,,29
AC002255,2025-06-23,A0183,RM014,Intro Call,Opportunistic Credit Fund II,Private Credit,40,Yes,Yes,8.0,40
AC002256,2025-10-20,A0106,RM001,Follow-up Call,Opportunistic Credit Fund II,Private Credit,68,Yes,Yes,11.0,28
AC002257,2025-07-17,A0131,RM006,In-person Meeting,Private Equity Buyout Fund VII,Private Equity,45,No,No,,114
AC002258,2025-11-13,A0045,RM016,Product Education,Global Infrastructure Partners IV,Infrastructure,69,Yes,Yes,20.0,40
AC002259,2025-09-20,A0294,RM012,Webinar,Senior Direct Lending Fund VI,Private Credit,56,Yes,Yes,5.0,59
AC002260,2025-06-23,A0225,RM016,Product Education,Real Estate Income Fund II,Real Estate,58,No,No,,29
AC002261,2025-10-12,A0089,RM012,Product Education,Global Infrastructure Partners IV,Infrastructure,77,No,No,,35
AC002262,2025-08-11,A0251,RM007,Product Education,Real Estate Income Fund II,Real Estate,40,No,No,,40
AC002263,2025-05-12,A0396,RM016,Follow-up Call,Opportunistic Real Estate Fund VI,Real Estate,55,No,No,,34
AC002264,2026-01-29,A0045,RM016,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,62,No,No,,52
AC002265,2026-03-11,A0183,RM014,Intro Call,Growth Equity Partners III,Private Equity,42,Yes,Yes,11.0,47
AC002266,2026-01-28,A0197,RM010,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,95,Yes,Yes,19.0,70
AC002267,2025-10-07,A0061,RM006,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,40,No,No,,34
AC002268,2026-04-18,A0211,RM006,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,97,Yes,Yes,13.0,62
AC002269,2025-10-13,A0244,RM007,Follow-up Call,Senior Direct Lending Fund VI,Private Credit,41,No,No,,43
AC002270,2025-06-23,A0057,RM015,In-person Meeting,Opportunistic Real Estate Fund VI,Real Estate,47,Yes,No,14.0,79
AC002271,2025-07-23,A0054,RM003,Intro Call,Growth Equity Partners III,Private Equity,52,No,No,,43
AC002272,2025-07-20,A0343,RM004,Product Education,Direct Lending Income Fund V,Private Credit,62,Yes,Yes,27.0,47
AC002273,2025-06-28,A0118,RM013,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,46,Yes,Yes,5.0,36
AC002274,2026-01-29,A0255,RM014,Intro Call,Opportunistic Credit Fund II,Private Credit,72,Yes,No,3.0,33
AC002275,2025-08-20,A0252,RM008,In-person Meeting,Growth Equity Partners III,Private Equity,58,No,No,,113
AC002276,2025-08-09,A0340,RM016,Intro Call,Real Estate Income Fund II,Real Estate,49,Yes,No,6.0,41
AC002277,2025-12-28,A0300,RM008,Portfolio Review,Core Infrastructure Income Fund III,Infrastructure,71,No,No,,65
AC002278,2025-09-06,A0340,RM016,Intro Call,Opportunistic Real Estate Fund VI,Real Estate,43,No,No,,33
AC002279,2025-11-05,A0252,RM008,Due Diligence Meeting,Core Infrastructure Income Fund III,Infrastructure,90,Yes,Yes,14.0,86
AC002280,2026-03-16,A0181,RM003,Portfolio Review,Opportunistic Real Estate Fund VI,Real Estate,55,Yes,Yes,5.0,67
AC002281,2025-09-03,A0154,RM002,In-person Meeting,Value-Add Real Estate Fund IV,Real Estate,64,No,No,,57
AC002282,2026-02-07,A0147,RM016,Follow-up Call,Private Equity Buyout Fund VII,Private Equity,49,Yes,Yes,7.0,30
AC002283,2025-08-05,A0167,RM008,Follow-up Call,Growth Equity Partners III,Private Equity,56,Yes,Yes,14.0,23
AC002284,2026-03-25,A0046,RM009,Product Education,Opportunistic Real Estate Fund VI,Real Estate,79,Yes,Yes,9.0,32
AC002285,2026-02-06,A0171,RM016,Intro Call,Direct Lending Income Fund V,Private Credit,55,Yes,Yes,29.0,23
AC002286,2025-09-21,A0151,RM003,Follow-up Call,Global Infrastructure Partners IV,Infrastructure,76,No,No,,37
AC002287,2026-01-16,A0017,RM002,Intro Call,Core Infrastructure Income Fund III,Infrastructure,30,Yes,Yes,12.0,36
AC002288,2025-11-06,A0104,RM011,Intro Call,Growth Equity Partners III,Private Equity,62,Yes,Yes,26.0,35
AC002289,2025-07-27,A0305,RM007,Intro Call,Value-Add Real Estate Fund IV,Real Estate,52,Yes,No,25.0,32
AC002290,2026-04-11,A0232,RM012,Due Diligence Meeting,Direct Lending Income Fund V,Private Credit,52,Yes,Yes,18.0,55
AC002291,2025-11-30,A0326,RM014,Due Diligence Meeting,Growth Equity Partners III,Private Equity,63,Yes,Yes,2.0,58
AC002292,2025-11-12,A0217,RM006,In-person Meeting,Opportunistic Credit Fund II,Private Credit,65,Yes,Yes,17.0,90
AC002293,2025-07-24,A0342,RM003,Due Diligence Meeting,Opportunistic Real Estate Fund VI,Real Estate,64,No,No,,78
